"G0023500","G0085900","H0001900","H0002700","R0000100","R0001900","R0002100","R0002400","R0006500","R0009300","R0009400","R0017300","R0173600","R0214700","R0214800","R0215300","R0215301","R0220200","R0304410","R0305700","R0305800","R0307100","R0312300","R0312710","R0329800","R0329900","R0330000","R0330100","R0330200","R0393510","R0393520","R0402800","R0405210","R0405601","R0405700","R0406010","R0406511","R0406700","R0406701","R0407300","R0481600","R0481700","R0618301","R0645800","R0645801","R0655900","R0780400","R0897300","R0897301","R0988000","R1020700","R1021700","R1145800","R1146100","R1521000","R1521300","R1891700","R1892000","R2258800","R2259100","R2350010","R2446200","R2446500","R2716700","R2716800","R2718700","R2718800","R2718900","R2719000","R2719100","R2719200","R2720800","R2721000","R2721100","R2721200","R2721400","R2721500","R2722501","R2724701","R2743300","R2870110","R2870200","R2870800","R2870900","R2871300","R2871301","R2871400","R2872000","R2872300","R2872700","R2872800","R2877600","R3895400","R3914300"
-4,-4,0,1,7550,91,0,-3,6,7,25,8,13,2,2,-4,-4,16,19,0,0,0,-4,-4,1,-4,2,-4,-4,1,1,-4,7,0,3,3960,0,0,0,-4,504,115,2086,9,0,5,0,0,0,-4,17,16,10,0,34,0,29,0,43,0,27,51,0,0,2,1,3,15,1,7,1,1,6,-4,0,-4,-4,1500,-4,1,5,-2,3,3,24,1,318,12,0,1,1,0,1,-4
-4,-4,1,1,7551,21,1,1,12,0,-4,0,13,2,2,-4,-4,15,21,0,0,0,-4,-4,1,1,-4,-4,-4,1,1,-4,7,0,3,34243,0,-4,-4,-4,503,104,23270,3,-4,5,0,11,0,-4,15,17,0,0,13,0,12,0,56,0,20,61,0,0,3,0,-4,-4,-4,-4,-4,1,4,-4,1,4,-4,10000,-4,1,7,58000,3,1,23,1,1400,41,0,1,1,0,0,-4
-4,-4,0,0,7552,11,0,1,12,1,22,11,10,2,1,0,0,18,26,0,0,0,1000,-4,0,-4,-4,-4,-4,1,3,3,2,0,3,13500,0,10,0,400,605,252,98530,14,0,6,-4,16,0,-4,-4,-4,10,0,34,0,53,0,56,0,29,66,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,36500,0,1,3,36650,3,2,26,1,2500,60,0,1,1,1,0,-4
-4,-4,1,1,7553,11,0,1,10,2,27,12,14,1,2,49,0,22,27,0,0,0,4800,-4,1,1,-4,-4,-4,1,2,-4,3,0,3,19300,1,48,0,1650,502,130,11624,51,0,5,0,49,0,-4,-4,18,57,0,46,0,9,0,24,0,20,0,0,0,4,0,-4,-4,-4,-4,-4,2,7,-4,0,-4,-4,5000,600,0,3,-2,3,2,31,1,260,42,0,1,2,0,1,-4
-4,-4,-4,-4,7554,11,1,1,9,0,-4,11,11,1,1,0,0,18,23,4,5,1,500,-4,0,-4,-4,-4,-4,1,2,-4,4,0,3,21000,0,17,0,315,600,220,93481,35,0,1,0,49,0,17,-4,16,19,0,45,0,49,0,55,0,26,65,0,0,10,1,17,96,0,-4,-4,5,2,2,3,6,-4,9000,-4,0,1,9025,3,1,26,1,1840,58,0,1,2,0,0,-4
-4,-4,1,1,7555,11,1,1,9,1,17,9,11,1,1,-4,-4,16,25,5,3,0,-4,-4,1,1,-4,-4,-4,1,2,-4,4,0,3,21000,1,17,0,-4,509,155,80554,30,0,2,2,47,1,13,-4,15,53,0,50,0,48,0,52,0,20,69,0,1,15,0,-4,-4,-4,-4,-4,5,4,-4,5,1,1,28000,19000,0,2,47000,3,2,24,1,2080,68,0,1,3,0,0,12
-4,-4,0,0,7556,11,1,1,7,0,-4,12,11,1,1,0,0,20,20,0,0,0,4500,-4,1,-4,2,-4,-4,1,2,-4,6,0,3,24200,1,14,0,240,600,243,70343,54,0,2,0,52,0,22,-4,22,51,0,53,0,50,0,57,0,26,62,0,1,9,0,-4,-4,-4,-4,-4,4,3,-4,0,-4,-4,14000,-4,1,1,14018,3,1,28,1,2080,61,0,1,1,0,0,16
-4,-4,0,0,7557,11,1,1,7,1,19,9,11,1,1,61,1,18,23,0,0,0,6443,-4,1,-4,2,3,-4,1,2,-4,6,0,3,24200,1,42,0,1750,507,170,18087,54,0,1,0,52,0,16,-4,16,51,0,52,0,50,0,54,0,25,65,0,0,2,0,-4,-4,-4,-4,-4,3,7,-4,0,-4,-4,16000,15200,1,3,31200,3,2,26,1,2080,59,0,1,2,1,0,-4
-4,-4,-4,-4,7558,11,1,1,14,1,16,7,14,1,2,-4,-4,16,12,5,6,0,-4,-4,0,-4,-4,-4,-4,1,2,-4,2,0,3,5000,0,3,0,-4,503,118,82478,45,0,6,-4,46,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4
-4,-4,-4,1,7559,21,1,1,12,2,24,7,11,1,1,-4,-4,16,19,3,-1,0,-4,-4,0,-4,-4,-4,-4,1,2,-4,4,0,3,-3,1,5,0,-4,510,158,22428,21,0,4,0,7,0,15,-4,15,35,0,32,0,27,0,22,0,20,56,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-3
-4,-4,0,0,7560,11,1,1,12,0,-4,9,14,1,2,0,0,17,22,0,0,0,-4,-4,0,-4,-4,-4,-4,1,2,-4,4,0,3,12000,0,0,0,0,500,125,45448,27,0,4,3,27,0,-4,-4,0,60,0,38,0,53,0,42,0,22,53,0,2,2,0,-4,-4,-4,-4,-4,3,2,2,3,2,2,15000,-4,0,2,15000,3,1,25,1,2080,55,0,1,2,0,2,21
-4,-4,1,1,7561,11,1,1,15,0,-4,9,11,1,1,-4,-4,16,23,2,0,0,-4,-4,0,-4,-4,-4,-4,1,2,-4,5,0,3,55000,0,0,0,-4,600,130,97965,6,0,2,-4,0,0,19,-4,16,0,0,8,0,32,0,24,0,23,8,0,0,4,1,17,96,0,-4,-4,2,3,-4,0,-4,-4,0,0,0,2,400,3,2,24,1,0,5,0,1,2,0,1,19
-4,-4,-4,-4,7562,11,0,1,12,1,21,12,14,1,2,10,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,505,114,-4,10,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1,0,7563,51,1,-4,17,2,21,8,11,1,1,-4,-4,15,24,0,0,0,-4,-4,0,-4,-4,-4,-4,1,2,-4,3,0,3,20000,0,-4,-4,-4,601,210,-4,6,-4,-5,-5,-5,-5,17,-4,14,10,0,0,0,9,0,0,0,23,17,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,16
-4,-4,1,1,7564,11,0,1,18,1,21,13,11,1,1,0,0,20,27,0,0,1,200,-4,0,-4,-4,-4,-4,1,1,11,1,0,1,1200,1,13,0,160,511,165,89005,9,0,2,2,7,0,13,-4,17,23,0,45,0,67,0,40,0,19,40,0,-4,-4,0,-4,-4,-4,-4,-4,5,6,-4,5,6,-4,18000,-4,0,1,18000,3,1,28,1,2021,59,0,1,2,0,0,14
555,-4,1,1,7565,51,1,-4,6,0,-4,7,14,1,2,6,0,17,15,0,0,0,0,-4,0,-4,-4,-4,-4,1,2,-4,4,0,3,0,0,0,0,0,503,150,135,10,0,1,0,0,0,-4,14,0,0,0,0,0,9,0,14,0,16,0,0,-4,-4,1,9,96,1,15,5,5,7,-4,2,7,-4,0,13000,1,3,13000,3,2,25,0,0,0,0,1,2,1,1,12
-4,-4,0,0,7566,51,1,-4,17,0,-4,10,10,2,1,0,0,18,20,1,0,0,440,-4,0,-4,-4,-4,-4,1,3,-4,5,0,3,9000,0,9,0,315,508,160,69607,5,0,1,0,11,0,18,-4,18,0,0,0,0,0,0,0,0,29,14,0,0,1,1,1,7,0,-4,-4,4,5,-4,0,-4,-4,0,-4,0,7,20000,3,1,26,-3,195,17,70,1,2,0,0,-4
-4,-4,0,0,7567,51,1,-4,17,1,17,8,10,2,1,-4,-4,16,29,6,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,5,0,3,9000,0,9,0,-4,509,154,38613,0,0,2,0,0,0,10,-4,14,0,0,0,0,53,0,58,0,22,25,0,0,20,1,15,20,0,-4,-4,5,1,5,5,1,5,0,-4,1,7,-2,3,1,24,0,150,0,0,1,2,3,-5,-5
-4,-4,1,1,7568,11,0,1,10,7,27,12,10,2,1,33,0,19,29,-1,0,0,300,-4,0,-4,-4,-4,-4,1,3,3,5,0,3,13000,0,0,0,0,511,170,20826,7,0,5,-4,39,0,12,-4,0,18,0,13,0,37,0,55,0,20,66,0,0,4,1,14,96,1,16,96,0,-4,-4,0,-4,-4,26000,-4,0,5,31244,3,1,27,1,-3,58,0,1,2,0,0,-4
-4,-4,1,0,7569,11,0,1,10,8,38,11,10,2,1,8,0,19,19,0,0,0,0,-4,0,-4,-4,-4,-4,1,3,3,5,0,3,13000,0,0,0,0,604,223,17311,0,0,4,0,0,0,12,-4,16,10,0,28,0,54,0,55,0,19,64,0,3,10,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,18500,-4,1,5,45500,3,1,27,1,2080,60,0,1,2,0,1,-4
-4,-4,-4,-4,7570,11,0,1,10,0,-4,9,11,1,1,0,0,17,30,0,0,0,-4,-4,1,1,2,-4,-4,1,2,-4,7,0,3,75001,0,0,0,0,510,140,32744,0,0,5,1,19,0,16,-4,18,0,0,0,0,18,0,53,0,26,67,0,0,2,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,23000,-4,2,1,23300,3,1,25,1,1735,75,0,1,2,0,1,-4
-4,1980,0,1,7571,11,0,1,9,1,-3,7,14,1,2,-4,-4,16,28,0,0,0,-4,-4,1,1,2,-4,-4,1,2,-4,7,0,3,5800,0,0,0,-4,503,102,38762,0,0,5,-4,0,0,-4,-4,0,0,0,0,0,0,0,0,0,-5,-5,-5,0,1,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,0,-4,2,5,32200,3,1,24,0,0,0,0,1,2,0,0,-4
-4,8436,0,0,7572,31,1,0,10,1,29,8,11,1,1,-4,-4,17,20,3,0,0,4000,-4,1,-4,-4,-4,4,1,2,5,5,0,3,-3,0,18,0,-4,510,155,7178,0,0,5,-4,0,0,12,-4,0,0,0,0,0,0,0,0,0,25,14,0,6,30,0,-4,-4,-4,-4,-4,5,1,6,5,1,6,0,0,1,3,500,3,2,24,-3,822,47,90,1,3,1,1,15
-4,-4,-4,-4,7573,11,1,1,12,0,-4,9,14,1,2,-4,-4,16,-3,0,0,0,-4,-4,0,-4,-4,-4,-4,1,2,-4,6,0,3,10704,0,4,0,-4,502,130,53453,16,0,5,0,50,0,-4,-4,18,53,0,43,0,43,0,56,0,30,60,0,0,13,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,16000,-4,0,4,-2,3,1,24,1,2175,67,0,1,2,0,-5,-5
-4,-4,1,0,7574,11,1,1,12,1,22,14,14,1,2,47,0,21,-3,0,0,0,2640,-4,0,-4,-4,-4,-4,1,2,11,1,0,3,5640,1,19,0,495,504,145,56838,17,0,1,0,0,0,-4,18,0,0,0,55,0,48,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-4
-4,-4,0,0,7575,11,1,1,9,0,-4,12,14,1,2,25,0,19,30,0,0,0,800,-4,0,-4,-4,-4,-4,1,2,-4,4,0,3,22420,0,19,0,231,409,100,55404,37,0,4,0,27,0,-4,-4,0,61,0,40,0,53,0,55,0,21,64,0,0,12,1,18,96,0,-4,-4,0,-4,-4,0,-4,-4,11000,-4,0,4,56030,3,1,27,1,2080,58,0,1,2,0,0,-4
-4,-4,1,1,7576,11,1,1,9,1,18,8,11,1,1,-4,-4,15,19,0,0,0,-4,-4,1,-4,2,-4,-4,1,2,-4,4,0,3,22420,1,-4,-4,-4,508,150,64301,51,-4,2,0,57,0,18,-4,0,60,0,32,0,51,0,55,0,24,62,0,3,5,1,18,96,0,-4,-4,0,-4,-4,0,-4,-4,1000,-4,0,4,51010,3,1,23,1,1350,58,0,1,2,0,0,-4
-4,-4,-4,1,7577,33,1,1,12,-4,-4,10,13,2,2,0,0,17,20,0,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,3,0,3,30000,0,0,0,0,504,138,43256,39,0,2,0,16,0,-4,-4,-4,10,0,23,0,24,0,0,0,29,19,0,0,4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,11000,-4,0,2,-2,3,1,25,0,1400,52,0,1,2,0,0,-4
-4,-4,0,1,7578,51,1,-4,16,2,21,10,13,2,2,-4,-4,16,30,2,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,3,0,3,15000,0,0,0,-4,508,135,76195,11,0,4,-4,35,0,-4,18,18,49,0,38,0,54,0,28,0,28,65,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,-3,-3,17000,-4,1,3,17000,3,1,24,1,1400,50,38,1,3,1,0,-4
-4,-4,-4,-4,7579,11,1,1,16,3,34,12,10,2,1,0,0,19,23,0,0,0,1179,-4,0,-4,-4,-4,-4,1,3,-4,3,0,3,50000,0,12,0,420,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,-4,-4,7580,11,1,1,9,3,22,11,13,2,2,0,0,19,27,0,0,0,0,-4,0,-4,-4,-4,-4,-4,-4,1,1,0,1,2199,1,0,0,0,505,144,21715,0,0,4,-4,0,0,-4,15,-4,0,0,0,0,0,0,0,0,27,0,0,-4,-4,0,-4,-4,-4,-4,-4,1,7,-4,0,-4,-4,0,0,0,3,26624,3,2,27,1,0,0,0,-4,-4,1,0,21
-4,-4,1,0,7581,11,1,1,9,4,22,9,13,2,2,-4,-4,16,25,0,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,5,0,3,-3,0,9,0,-4,508,165,34151,6,0,4,-4,0,0,-4,16,0,0,0,0,0,0,0,0,0,28,0,0,0,3,0,-4,-4,-4,-4,-4,2,7,-4,0,-4,-4,400,-4,0,1,12400,3,1,24,1,400,10,0,-4,-4,0,0,-4
-4,-4,-2,1,7582,51,1,-4,12,0,-4,10,10,2,1,9,0,17,27,0,0,0,-4,-4,0,-4,-4,-4,-4,1,3,-4,3,0,3,-3,0,0,0,0,511,145,10895,0,0,2,-4,0,0,12,-4,17,18,0,52,0,58,0,62,0,-5,-5,-5,0,2,0,-4,-4,-4,-4,-4,3,3,-4,2,4,-4,14000,-4,1,7,14000,3,3,25,1,2340,117,0,1,3,3,-5,-5
-4,6000,0,1,7583,51,0,-4,11,0,-4,12,13,2,2,29,0,20,30,0,0,0,2000,4000,1,-4,2,-4,4,1,2,11,4,1,3,6000,0,13,0,767,504,127,24260,0,0,1,-4,0,0,-4,16,18,8,0,0,0,0,0,0,0,20,2,0,0,2,0,-4,-4,-4,-4,-4,1,6,-4,0,-4,-4,0,-4,0,5,7210,3,3,28,0,-3,3,0,1,2,3,2,17
-4,-4,0,1,7584,11,1,1,10,0,-4,8,11,1,1,51,0,19,19,0,0,1,4000,-4,0,-4,-4,-4,-4,1,2,-4,5,0,3,20000,1,27,0,1309,509,165,23936,56,0,2,3,52,0,15,-4,17,57,0,53,0,9,0,52,0,21,60,0,1,2,0,-4,-4,-4,-4,-4,1,7,-4,1,7,-4,18000,15000,1,4,33000,3,2,27,1,2800,68,0,1,2,2,0,19
-4,3960,1,0,7585,11,1,1,10,1,18,10,14,1,2,54,0,18,26,0,0,0,6344,-4,0,-4,-4,-4,-4,1,2,-4,5,3,3,20000,1,48,0,2832,501,125,4785,68,0,-5,-5,-5,-5,-4,15,18,27,0,24,0,0,0,5,0,18,0,0,0,1,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,0,-4,0,2,4236,3,3,26,0,0,0,0,1,2,1,2,15
-4,-4,0,0,7586,11,1,1,6,0,-4,14,14,1,2,58,0,22,30,-3,-3,0,-1,-4,0,-4,-4,-4,-4,1,2,-4,5,6,3,25000,1,62,0,1980,502,135,-4,44,0,2,-4,49,0,-4,19,18,52,0,49,0,44,0,56,0,-5,-5,-5,-4,-4,0,-4,-4,-4,-4,-4,1,7,-4,1,7,-4,18200,-4,0,6,78200,3,3,31,1,2080,131,0,1,2,1,2,-4
-4,-4,1,0,7587,11,0,1,5,6,37,11,14,1,2,4,0,18,29,0,0,0,327,-4,1,-4,2,-4,-4,1,2,-4,5,0,3,-3,1,40,0,1264,504,125,14609,26,0,2,0,67,0,-4,19,16,32,0,55,0,40,0,58,0,19,35,0,0,4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,14000,72619,0,3,79000,3,2,27,1,2080,57,0,1,2,1,2,-4
-4,-4,1,1,7588,11,1,1,5,5,36,11,11,1,1,38,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,140,0,-5,-5,-5,-5,-5,-4,-4,0,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,0,-2,2,2,-2,3,2,28,1,0,49,0,1,2,0,3,14
-4,-4,1,0,7589,12,1,1,14,1,18,10,11,1,1,23,0,18,18,6,3,0,4500,-4,0,-4,-4,-4,-4,1,2,-4,4,0,3,10000,1,56,0,1656,505,135,70774,49,0,6,-4,50,0,13,-4,18,48,0,38,0,22,0,56,0,17,73,0,2,5,1,1,9,0,-4,-4,5,1,2,5,1,3,10500,-4,1,1,10500,3,1,26,1,2200,54,0,1,2,0,0,18
-4,-4,1,0,7590,51,1,-4,14,2,18,9,11,1,1,-4,-4,16,22,1,0,1,-4,-4,1,-4,-4,3,-4,1,2,-4,4,0,3,10000,0,0,0,-4,508,150,67887,25,0,6,-4,52,0,17,-4,19,48,0,44,0,31,0,56,0,24,64,0,2,3,1,3,5,0,-4,-4,4,2,2,3,5,-4,16000,15000,0,2,33700,3,3,25,1,1855,66,0,1,2,1,0,25
-4,-4,-4,-4,7591,11,1,1,12,1,30,13,14,1,2,34,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,19,0,191,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4,-4,1,1,7592,11,0,1,6,0,-4,8,11,1,1,-4,-4,15,19,0,0,0,-4,-4,1,1,2,-4,-4,1,2,-4,5,0,3,9880,-3,-4,-4,-4,508,150,49795,26,-4,3,0,52,0,15,-4,16,48,0,63,0,-5,-5,96,0,25,38,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,19300,-4,1,4,-2,3,1,24,1,2123,63,0,1,3,0,2,-4
-4,-4,0,1,7593,11,0,0,8,1,18,9,11,1,1,5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,510,152,-4,22,0,6,-4,1,0,-4,-4,-4,52,0,31,0,43,0,37,0,19,0,0,-4,-4,0,-4,-4,-4,-4,-4,1,7,-4,1,7,-4,0,-4,2,1,0,3,1,26,-3,0,0,0,0,0,0,0,-4
-4,-4,1,0,7594,51,1,-4,8,2,18,9,11,1,1,-4,-4,16,17,0,0,0,-4,-4,1,-4,2,-4,-4,1,3,-4,4,0,3,4800,0,8,0,-4,502,150,-4,0,0,3,0,45,0,12,-4,0,52,0,50,0,58,0,48,0,19,59,0,-4,-4,1,1,5,0,-4,-4,5,5,-4,2,5,-4,11000,-4,1,2,11000,3,1,25,1,2740,60,0,1,3,1,-5,-5
-4,-4,1,0,7595,11,0,1,5,0,-4,7,14,1,2,-4,-4,16,18,0,0,0,-4,-4,1,1,-4,-4,-4,1,3,-4,6,0,3,-3,0,0,0,-4,502,100,24249,24,0,1,-4,17,0,-4,-4,18,0,0,51,0,53,0,38,0,20,52,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4
-4,-4,-4,-4,7596,43,0,1,16,-3,-3,8,11,1,1,0,0,17,30,0,0,0,-4,-4,1,1,-4,-4,-4,1,1,-4,5,0,3,23000,0,24,0,436,508,180,19791,45,0,-5,-5,-5,-5,16,-4,13,95,0,38,0,47,0,61,0,20,47,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,13000,12000,2,2,25000,3,2,26,1,2080,68,0,1,1,0,0,10
-4,-4,-4,-4,7597,91,1,-3,16,-4,-4,10,13,2,2,19,3,17,27,0,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,3,0,3,45000,1,36,0,765,501,118,77492,23,0,5,-4,14,0,-4,-4,20,14,0,23,0,47,0,16,0,30,65,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,8000,-4,0,1,8100,3,1,26,1,2420,19,0,1,2,0,0,-4
-4,-4,0,0,7598,11,1,1,18,1,24,11,13,2,2,18,0,18,24,3,0,0,1500,-4,0,-4,-4,-4,-4,1,1,3,5,0,3,39500,0,8,0,428,505,155,66659,11,0,4,-4,22,0,-4,17,18,53,0,48,0,54,0,57,0,28,57,0,0,6,1,14,0,0,-4,-4,2,7,-4,0,-4,-4,16982,19500,0,6,-3,3,2,26,1,2080,61,0,1,1,2,0,19
-4,-4,0,0,7599,11,1,1,12,0,-4,11,10,2,1,54,1,19,20,6,1,0,600,-4,0,-4,-4,-4,-4,-4,-4,1,1,0,3,600,1,9,0,427,506,140,22169,0,0,1,3,0,0,18,-4,17,0,0,37,0,46,0,56,0,27,64,0,0,6,1,2,2,0,-4,-4,5,2,4,4,4,-4,21000,-4,0,1,21000,3,1,27,1,2080,69,0,1,1,0,1,20
-4,-4,1,1,7600,11,1,1,12,1,18,10,13,2,2,16,4,17,22,6,5,0,-4,-4,1,1,-4,-4,-4,1,1,-4,4,0,3,42000,1,43,0,535,503,108,42497,30,0,2,0,37,0,-4,17,14,34,0,40,0,72,0,21,0,23,29,0,0,2,0,-4,-4,-4,-4,-4,5,7,-4,3,7,-4,9000,0,0,2,45200,3,2,25,0,2080,37,0,1,2,0,0,12
-4,-4,0,0,7601,51,1,-4,10,0,-4,13,14,1,2,56,0,22,30,5,0,0,6800,6900,0,-4,-4,-4,-4,1,1,11,2,1,3,13700,1,52,0,2010,506,120,84836,52,0,2,0,52,0,-4,17,16,49,0,50,0,50,0,38,0,28,31,0,0,4,1,11,3,0,-4,-4,3,7,-4,2,7,-4,6000,72619,0,4,63700,3,2,30,1,720,49,0,0,0,2,0,-4
-4,-4,1,0,7602,11,0,1,12,2,25,13,11,1,1,0,0,21,30,0,0,0,2400,-4,0,-4,-4,-4,-4,1,1,-4,6,0,3,38000,0,12,0,480,508,145,99730,18,0,2,0,28,0,17,-4,23,50,0,51,0,52,0,57,0,26,68,0,0,1,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,35000,-4,0,2,56500,3,1,29,1,2136,53,0,1,1,0,1,-4
-4,-4,0,1,7603,11,1,1,12,4,25,12,14,1,2,34,0,19,21,4,2,0,1400,-4,0,-4,-4,-4,-4,1,1,3,7,0,3,52000,0,9,0,381,502,110,93137,12,0,2,2,12,0,-4,18,16,36,0,51,0,51,0,26,0,22,42,0,0,10,1,13,96,0,-4,-4,4,5,-4,2,5,-4,7000,30000,1,2,69700,4,2,27,1,845,53,0,1,2,0,3,-4
-4,-4,-4,-4,7604,21,0,1,15,1,22,11,9,3,1,3,0,21,30,6,6,0,6000,-4,0,-4,-4,-4,-4,1,1,11,1,0,3,6000,1,45,0,1248,600,145,89072,54,0,2,0,51,0,14,-4,16,30,0,20,0,60,0,38,0,22,66,0,0,3,1,1,8,1,2,96,5,1,4,3,4,-4,27000,-4,0,3,49000,3,1,29,1,2485,63,0,1,1,0,-5,-5
-4,-4,-4,-4,7605,11,0,1,16,1,21,12,12,3,2,8,0,20,29,0,0,0,1600,-4,0,-4,-4,-4,-4,1,1,11,1,0,3,5100,0,16,0,240,506,110,97733,43,0,6,-4,52,0,-4,-4,0,52,0,51,0,54,0,56,0,24,37,0,0,3,1,5,96,0,-4,-4,0,-4,-4,0,-4,-4,0,-2,1,3,-2,3,2,28,0,0,0,0,1,1,1,-5,-5
-4,-4,1,1,7606,11,1,1,12,2,26,12,13,2,2,70,0,19,24,3,0,0,8612,-4,0,-4,-4,-4,-4,1,1,-4,5,0,3,62500,1,44,0,1820,507,145,41196,55,0,6,0,53,0,-4,15,16,46,0,53,0,52,0,57,0,25,61,0,0,4,1,13,0,1,17,0,5,2,1,5,1,1,32000,-4,0,5,100001,3,1,27,1,2121,59,0,1,1,1,0,-4
-4,-4,-4,-4,7607,33,0,0,11,1,16,7,12,3,2,-4,-4,15,25,2,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,6,0,3,3768,-3,-4,-4,-4,501,108,3441,0,-4,1,-4,0,0,-4,16,17,10,0,0,0,0,0,0,0,17,0,0,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,0,-4,-4,1500,32000,0,3,33500,3,2,24,1,320,43,0,0,0,1,-5,-5
-4,-4,-4,-4,7608,51,1,-4,12,1,20,11,10,2,1,35,0,19,26,0,0,1,900,-4,0,-4,-4,-4,-4,1,1,-4,2,0,3,8000,1,13,0,561,507,150,25060,55,0,2,0,27,0,-4,-4,17,10,0,28,0,-5,-5,-5,-5,-5,-5,-5,0,10,1,13,96,0,-4,-4,3,7,-4,0,-4,-4,20000,-4,0,1,20000,3,1,27,1,2394,217,0,1,1,0,0,-4
-4,-4,-4,-4,7609,11,0,1,8,2,30,8,12,3,2,-4,-4,15,18,4,0,0,-4,-4,0,-4,-4,-4,-4,1,1,-4,3,0,3,9000,-3,-4,-4,-4,503,106,52547,26,-4,5,2,20,0,-4,16,15,19,0,47,0,46,0,56,0,26,52,0,-4,-4,0,-4,-4,-4,-4,-4,2,7,-4,0,-4,-4,7000,20000,0,3,28350,3,2,24,0,1720,36,0,1,2,1,-5,-5
-4,-4,-4,-4,7610,11,0,1,11,0,-4,9,9,3,1,-4,-4,16,30,0,0,0,-4,-4,0,-4,-4,-4,-4,0,0,-4,6,0,3,10000,0,19,0,-4,509,145,86863,0,0,6,0,11,0,18,-4,19,50,0,38,0,49,0,25,0,30,44,0,-4,-4,1,1,18,1,9,0,5,1,2,2,4,-4,2000,-4,0,1,4800,3,1,25,-3,760,0,0,1,3,0,-5,-5
